"permco","permno1","permno2","permno3","fyear","Target_CUSIP","Target_Name","Acquiror_Name","Status","Acquiror_Primary_Ticker_Symbol","Target_Primary_Ticker_Symbol","Acquiror_Ticker_Symbol","Target_Ticker_Symbol","Acquiror__CUSIP","sdc_Deal_Number","year_acq_ann","month_acq_ann","yearmonth_acq_ann","yearmonth_acq_ann_complete","acq_complete","year_acq_ann_complete","month_acq_ann_complete","price_per_share","Target_Share_Price_4_Weeks_Prior","Target_Share_Price_1_Week_Prior","Target_Share_Price_1_Day_Prior","percentage_Shares_acq","perc_owned_after_transaction","percentage_shares_sought","Date_Announced","Date_Effective","Date_Withdrawn"
14329,83180,,,1996,"912534","US Satellite Broadcasting Inc","Hughes Electronics Corp","Completed","GMH","USSB","GMH","USSB","444418",822013020,1998,12,23988,23988,1,1998,12,18.83,6.5,7.25,9.625,100,100,100,12/14/1998,5/20/1999,
14349,83161,,,1996,"781904","Rural Cellular Corp","Verizon Wireless Inc","Completed",,"RCCC",,"RCCC","92367P",1186486020,2007,7,24091,24091,1,2007,7,45,33.5,33.3,32.02,100,100,100,7/30/2007,8/7/2008,
14351,83175,,,1996,"895307","TresCom International Inc","Primus Telecommunications","Completed","PTGI","TRES","PTGI","TRES","741929",730570020,1998,2,23978,23978,1,1998,2,10.8,7.125,8.25,8.625,100,100,100,2/4/1998,6/9/1998,
14366,83150,,,1996,"628874","NCS HealthCare Inc","Omnicare Inc","Completed","OCR","NCSS","OCR","NCSS","681904",1315019020,2002,7,24031,24031,1,2002,7,5.5,0.27,0.45,0.74,100,100,100,7/29/2002,1/16/2003,
14395,83164,,,1996,"767597","RISCORP Inc","Griffin Acquisition Corp","Completed",,"RISC",,"RISC","39817F",939343020,1999,11,23999,23999,1,1999,11,3.08,1.72,1.8,1.81,100,100,100,11/4/1999,7/21/2002,
14404,83271,,,1996,"421964","Health Systems Design Corp","Perot Systems Corp","Completed","PER","HSDC","PER","HSDC","714265",1058003020,2000,10,24010,24010,1,2000,10,2,1.344,1.313,1.5,100,100,100,10/19/2000,12/18/2000,
14404,83271,,,1996,"421964","Health Systems Design Corp","McFaul & Lyons","Completed",,,,,"58046W",502677020,1995,10,23950,23950,1,1995,10,,,,,100,100,100,10/11/1995,10/11/1995,
14421,83347,,,1996,"000955","ACT Teleconferencing Inc","Premiere Global Services Inc","Completed","PGI",,"PGI",,"740585",2563869020,2013,9,24165,24165,1,2013,9,,,,,100,100,100,9/4/2013,9/4/2013,
14435,83274,,,1996,"464902","Isocor","Critical Path Inc","Completed","CPTH","ICOR","CPTH","ICOR","22674V",934737020,1999,10,23998,23998,1,1999,10,23.54,7.063,9.75,10.125,100,100,100,10/21/1999,1/20/2000,
14438,83283,,,1996,"46612K","JDA Software Group Inc","RedPrairie Corp","Completed",,"JDAS",,"JDAS","75775H",2463547020,2012,11,24155,24155,1,2012,11,45,31.99,34.18,33.92,100,100,100,11/1/2012,12/21/2012,
14470,83304,,,1996,"69357C","PRG Schultz International Inc","PRG Schultz International Inc","Completed","PRGX","PRGX","PRGX","PRGX","69357C",1746926020,2006,2,24074,24074,1,2006,2,,0.57,0.56,0.53,,,67.6,2/1/2006,3/17/2006,
14475,83314,,,1996,"709598","Penske Motorsports Inc","International Speedway Corp","Completed","ISCA","SPWY","ISCA~ISCB","SPWY","460335",880697020,1999,5,23993,23993,1,1999,5,50,36.5,36.25,38.75,88.27,100,88.3,5/10/1999,7/26/1999,
14484,83241,,,1996,"068062","Barnett Inc","Wilmar Industries Inc","Completed",,"BNTT",,"BNTT","971426",1023695020,2000,7,24007,24007,1,2000,7,13.15,10.125,9.719,10.5,100,100,100,7/10/2000,10/2/2000,
14516,83374,,,1996,"338494","Flanders Corp","American Air Filter Co Inc","Completed",,,,,"3A5267",2918923020,2016,2,24194,24194,1,2016,2,,0,0,0,100,100,100,2/9/2016,4/28/2016,
14516,83374,,,1996,"338494","Flanders Corp","Insight Equity Holdings LLC","Completed",,"FLDR",,"FLDR","46250T",2398215020,2012,3,24147,24147,1,2012,3,4.4,3.12,3.2,3.3,100,100,100,3/19/2012,5/16/2012,
14538,83423,,,1996,"893715","Transition Systems Inc","Eclipsys Corp","Completed","ECLP","TSIX","ECLP","TSIX","278856",806368020,1998,10,23986,23986,1,1998,10,13.58,7.875,9.063,8.625,100,100,100,10/29/1998,12/31/1998,
14542,83367,,,1995,"20482G","CompuServe Inc(H&R Block)","Welsh Carson Anderson & Stowe","Completed",,"CSRV",,"CSRV","95041A",677416020,1997,7,23971,23971,1,1997,7,,11,10.875,12.063,100,100,100,7/8/1997,11/1/1997,
14543,83403,,,1996,"727025","Planet Hollywood International","Investor Group","Completed",,"PHWQ",,"PHWQ","46145M",949710020,1999,8,23996,23996,1,1999,8,,0.875,0.75,0.75,70,70,70,8/17/1999,10/25/1999,
14556,83354,,,1996,"007655","Aerial Communications Inc","VoiceStream Wireless Corp","Completed","VSTR","AERL","VSTR","AERL","928615",923925020,1999,9,23997,23997,1,1999,9,25.51,15,18.688,20,100,100,100,9/20/1999,5/5/2000,
14573,83429,,,1996,"957070","Westaff Inc","Koosharem Corp","Completed",,"WSTF",,"WSTF","50501E",2039036020,2008,12,24108,24108,1,2008,12,1.25,0.39,0.75,0.7,100,100,100,12/29/2008,3/20/2009,
14580,83526,,,1996,"965063","Whitehall Jewellers Inc","Prentice Capital Inc","Completed","PCPL","JWL","PCPL","JWL","740626",1699868020,2005,10,24070,24070,1,2005,10,,5.3,0.95,1.69,50.3,50.3,85.3,10/3/2005,3/17/2006,
14586,83480,,,1996,"114399","Brooks Fiber Properties Inc","WorldCom Inc","Completed","WCOM","BFPT","WCOM","BFPT","98155K",699997020,1997,10,23974,23974,1,1997,10,63.36,34.5,40,46.688,100,100,100,10/1/1997,1/29/1998,
14591,83524,,,1996,"540417","Loehmann's Inc(May Stores Co)","Loehmanns Holdings Inc","Completed",,,,,"540411",101921020,1988,7,23863,23863,1,1988,7,,,,,100,100,100,7/8/1988,9/30/1988,
14608,83479,,,1996,"030405","American Wagering Inc","William Hill PLC","Completed","WMH","BETMQ","WMH","BETMQ","43147U",2300557020,2011,4,24136,24136,1,2011,4,0.9,0.38,0.4,0.5,100,100,100,4/14/2011,6/28/2012,
14619,83570,,,1996,"18975L","Coach USA Inc","Stagecoach Holdings PLC","Completed","SGC","TOUR","SGC","TOUR","85256Y",892868020,1999,6,23994,23994,1,1999,6,42,25.81,29.87,38.62,100,100,100,6/14/1999,7/26/1999,
14657,83581,,,1996,"95988E","Western Wireless Corp","Alltel Corp","Completed","AT","WWCA","AT~ALTEO","WWCA","020039",1630501020,2005,1,24061,24061,1,2005,1,39.27,28.14,30.78,36.52,100,100,100,1/10/2005,8/1/2005,
14707,83674,89354,,1996,"582266","McLeodUSA Inc","PAETEC Holding Corp","Completed","PAET","MUSA","PAET","MUSA~MCLDQ~MCLDD~MCLD","695459",1906101020,2007,9,24093,24093,1,2007,9,,0,0,0,100,100,100,9/17/2007,2/8/2008,
14721,83657,,,1996,"64114K","Netopia Inc","Motorola Inc","Completed","MOT","NTPA","MOT","NTPA","620076",1811969020,2006,11,24083,24083,1,2006,11,7,6.41,5.71,5.98,100,100,100,11/13/2006,2/7/2007,
14728,83681,,,1996,"94769A","WebLink Wireless Inc","Leucadia National Corp","Completed","LUK",,"LUK",,"527288",1361044020,2003,1,24037,24037,1,2003,1,,,,,80,80,80,1/6/2003,4/30/2003,
14766,83694,,,1996,"832653","Smithway Motor Xpress Corp","Western Express Inc","Completed",,"SMXC",,"SMXC","95816R",1851804020,2007,3,24087,24087,1,2007,3,10.63,9.82,8.86,8.61,100,100,100,3/22/2007,10/29/2007,
14794,83766,,,1996,"450713","IXC Communications Inc","Cincinnati Bell Inc","Completed","CSN","IIXC","CSN","IIXC","171870",906041020,1999,7,23995,23995,1,1999,7,49.43,42,37.313,36.25,100,100,100,7/21/1999,11/9/1999,
14804,83761,89930,,1996,"420781","Hayes Lemmerz International","Creditors","Completed",,"HAZ",,"HAZ","22542Z",1403837020,2002,12,24036,24036,1,2002,12,,0.25,0.3,0.29,100,100,100,12/16/2002,6/3/2003,
14804,83761,89930,,1996,"420781","Hayes Lemmerz Intl Inc","Iochpe Holdings LLC","Completed",,"HAYZ",,"HAYZ~HAYL","44409F",2351275020,2011,10,24142,24142,1,2011,10,,0,0,0,100,100,100,10/5/2011,2/1/2012,
14806,83737,,,1996,"139905","Capital Factors Inc","Perry Capital Corp","Completed",,,,,"71441E",1655586020,2005,4,24064,24064,1,2005,4,,,,,100,100,100,4/5/2005,5/3/2005,
14810,83789,,,1996,"759549","RemedyTemp Inc","Select Personnel Services","Completed",,"REMX",,"REMX","81648T",1759457020,2006,5,24077,24077,1,2006,5,17,11.55,12.53,12.2,100,100,100,5/11/2006,6/30/2006,
14829,83780,,,1996,"694327","Pacific Gateway Exchange Inc","KDD Corp","Completed","9431",,"9431~9431~9431",,"50042M",560472020,1996,6,23958,23958,1,1996,6,,,,,9.5,9.5,100,6/18/1996,7/24/1996,
14885,83908,,,1996,"78464M","SRS Labs Inc","DTS Inc","Completed","DTSI","SRSL","DTSI","SRSL","23335C",2406523020,2012,4,24148,24148,1,2012,4,9.5,6.78,6.84,6.86,100,100,100,4/17/2012,7/23/2012,
14885,83908,,,1996,"78464M","SRS Labs Inc","Sabratek Corp","Completed","SBTKQ","SRSL","SBTKQ","SRSL","78571U",900379020,1999,6,23994,23994,1,1999,6,,2.813,4.063,4.125,100,100,100,6/29/1999,6/29/1999,
14907,83857,,,1996,"23380G","Dailey International Inc","Weatherford International Inc","Completed","WFT","DALY","WFT","DALY","947074",884668020,1999,5,23993,23993,1,1999,5,,0.40625,0.46875,0.59375,100,100,100,5/21/1999,8/31/1999,
14910,83860,,,1996,"265903","DURA Automotive Systems Inc","Creditors","Completed",,"DRRA",,"DRRA","22542Z",1990604020,2006,10,24082,24082,1,2006,10,,0.28,0.25,0.286,100,100,100,10/30/2006,6/27/2008,
14942,83963,,,1996,"854910","Starbase Corp","Borland Software Corp","Completed","BORL","SBAS","BORL","SBAS","099849",1334306020,2002,10,24034,24034,1,2002,10,2.75,0.829,0.761,0.8,100,100,100,10/9/2002,1/7/2003,
14995,84121,,,1996,"317234","Film Roman Inc","IDT Media","Completed",,"ROMN",,"ROMN","45201R",1395017020,2003,5,24041,24041,1,2003,5,,0.05,0.05,0.08,51,51,51,5/15/2003,5/15/2003,
14995,84121,,,1996,"317234","Film Roman Inc","Pentamedia Graphics Ltd","Completed","500329","ROMN","500329~PENTSF","ROMN","70982E",1058860020,2000,10,24010,24010,1,2000,10,,1.063,1,0.875,60,60,60,10/23/2000,2/16/2001,
15000,84069,,,1996,"232860","D&E Communications Inc","Windstream Corp","Completed","WIN","DECC","WIN","DECC","97381W",2072292020,2009,5,24113,24113,1,2009,5,10.88,5.8,5.63,6.75,100,100,100,5/11/2009,11/10/2009,
15021,84046,,,1996,"00790K","AdvancePCS","Caremark Rx Inc","Completed","CMX","ADVP","CMX","ADVP","141705",1429206020,2003,9,24045,24045,1,2003,9,54.03,36.75,39.4,40.03,100,100,100,9/2/2003,3/24/2004,
15047,84106,,,1996,"591918","Metro Networks Inc","Westwood One Inc","Completed","WON","MTNT","WON","MTNT","961815",887428020,1999,6,23994,23994,1,1999,6,52.5,50.063,57,55.5,100,100,100,6/2/1999,9/23/1999,
15073,84132,89289,,1996,"85254C","Stage Stores Inc","Bain Capital LLC","Completed",,,,,"05682Q",713855020,1988,12,23868,23868,1,1988,12,,,,,100,100,100,12/30/1988,12/30/1988,
15081,84107,,,1996,"591598","Metris Cos Inc","HSBC Finance Corp","Completed",,"MXT",,"MXT","40429C",1684307020,2005,8,24068,24068,1,2005,8,15,14.54,14.92,14.84,100,100,100,8/4/2005,12/1/2005,
15081,84107,,,1996,"591598","Metris Cos Inc","Shareholders","Completed",,"MTRS",,"MTRS","81949M",709279020,1997,10,23974,23974,1,1997,10,50,14.18,14.04,12.83,83,83,83,10/9/1997,9/24/1998,
15084,84142,,,1996,"902956","US Franchise Systems Inc","Wyndham Worldwide Corp","Completed","WYN",,"WYN",,"98310W",1983051020,2008,6,24102,24102,1,2008,6,,,,,100,100,100,6/2/2008,7/21/2008,
15084,84142,,,1996,"902956","US Franchise Systems Inc","Pritzker Group","Completed",,"USFS",,"USFS","74263B",1047577020,2000,9,24009,24009,1,2000,9,5,4.313,4.375,4.375,100,100,100,9/19/2000,11/30/2000,
15098,84075,,,1997,"28139T","Education Management Corp","EM Acquisition Corp","Completed",,"EDMC",,"EDMC","26748Z",1740348020,2006,3,24075,24075,1,2006,3,43,32.07,38.04,36.98,100,100,100,3/6/2006,6/1/2006,
15116,84220,,,1996,"33763T","Firstcom Corp","AT&T Corp","Completed","T","FCLX","T","FCLX","001957",938128020,1999,11,23999,23999,1,1999,11,17.38,9.75,11,11.063,100,100,100,11/1/1999,8/28/2000,
15120,84247,12877,,1996,"741929","Primus Telecommunications","Creditors","Completed",,"PTGI",,"PTGI","22542Z",2081906020,2009,6,24114,24114,1,2009,6,,0.03,0.018,0.028,100,100,100,6/12/2009,7/1/2009,
15123,84219,,,1996,"02261D","Alysis Technologies Inc","Pitney Bowes Inc","Completed","PBI","ALYS","PBI","ALYS","724479",1166635020,2001,3,24015,24015,1,2001,3,1.39,0,0,0,100,100,100,3/20/2001,5/3/2001,
15132,84248,,,1996,"743479","ProSource Inc(Onex Corp)","AmeriServe Food Distn Inc","Completed",,"PSOS",,"PSOS","030956",729124020,1998,1,23977,23977,1,1998,1,15,7.5,7.25,6.625,100,100,100,1/29/1998,5/21/1998,
15134,84250,,,1997,"09688T","Boca Resorts Inc","Blackstone RE Advisors LP","Completed",,"RST",,"RST","09252K",1611619020,2004,10,24058,24058,1,2004,10,24,18.31,18.37,18.76,100,100,100,10/20/2004,12/10/2004,
15189,84208,,,1996,"318120","Firearms Training Systems Inc","Meggitt USA Inc","Completed",,"FATS",,"FATS","58630T",1787059020,2006,8,24080,24080,1,2006,8,1.08,0.75,0.77,0.82,100,100,100,8/23/2006,10/18/2006,
15229,84342,,,1996,"611742","Monster Worldwide Inc","Merlin Global Acquisition Inc","Completed",,"MWW",,"MWW","9E1573",2992548020,2016,8,24200,24200,1,2016,8,3.4,2.72,2.39,2.77,100,100,100,8/9/2016,11/1/2016,
15233,84291,,,1996,"00211W","ATC Technology Corp","GenCo Distribution System Inc","Completed",,"ATAC",,"ATAC","36860P",2203117020,2010,7,24127,24127,1,2010,7,25,17.63,17.04,17.43,100,100,100,7/19/2010,10/25/2010,
15246,84317,,,1996,"51729Y","Larscom Inc","Verilink Corp","Completed","VRLKQ","LARS","VRLKQ","LARS","923432",1522833020,2004,4,24052,24052,1,2004,4,5.15,4.81,4.95,4.71,100,100,100,4/29/2004,7/28/2004,
15292,84406,,,1997,"03072M","AmerUS Group Co","Aviva PLC","Completed","AV.L","AMH","AVIV~AV.L~AV","AHB~AMRSW~AMH","G0683Q",1775023020,2006,7,24079,24079,1,2006,7,69,57.11,57.85,61.91,100,100,100,7/7/2006,11/15/2006,
15298,84429,,,1997,"58461C","Medical Manager Corp","Synetic Inc","Completed","SNTC","MMGR","SNTC","MMGR","87160F",882001020,1999,5,23993,23993,1,1999,5,59.69,30,33.06,33.75,100,100,100,5/17/1999,7/23/1999,
15356,84571,,,1997,"25269L","Diamond Mgmt & Tech","Carbon Merger Subsidiary Inc","Completed",,"DTPI",,"DTPI","14115Z",2213852020,2010,8,24128,24128,1,2010,8,12.5,10.88,10.12,9.54,100,100,100,8/24/2010,11/2/2010,
15392,84600,,,1997,"195746","Colonial Holdings Inc","Gameco Inc","Completed",,"CHLD",,"CHLD","36461V",1193640020,2001,6,24018,24018,1,2001,6,1.12,0.75,0.65,0.64,100,100,100,6/11/2001,2/22/2002,
15433,84721,,,1997,"073325","BEA Systems Inc","Oracle Corp","Completed","ORCL","BEAS","ORCL","BEAS","68389X",1913932020,2007,10,24094,24094,1,2007,10,19.38,13.25,14.01,13.62,100,100,100,10/12/2007,4/29/2008,
15461,84815,,,1997,"486605","Kaynar Technologies Inc","Fairchild Corp","Completed","FCHDQ","KTIC","FCHDQ","KTIC","303698",828035020,1998,12,23988,23988,1,1998,12,28.75,20.75,22.5,24.625,97.08,100,97.1,12/27/1998,4/20/1999,
15479,84836,,,1997,"697933","Panamsat Corp","Investor Group","Completed",,"SPOT",,"SPOT","46145M",1499750020,2004,4,24052,24052,1,2004,4,23.5,20.33,22.74,22.11,100,100,100,4/20/2004,8/20/2004,
15479,84836,,,1997,"697933","Panamsat Corp","Hughes Electronics Corp","Completed","GMH",,"GMH",,"444418",546691020,1996,9,23961,23961,1,1996,9,30,,,,100,100,100,9/20/1996,5/16/1997,
15492,84796,,,1997,"141750","Carey International Inc","Investor Group","Completed",,"CARY",,"CARY","46145M",1026908020,2000,7,24007,24007,1,2000,7,18.25,11.063,15.063,14.5,100,100,100,7/19/2000,9/20/2000,
15562,85210,,,1997,"808156","Schuff International Inc","HC2 Holdings Inc","Completed","HCHC","SHFK","HCHC","SHFK","404139",2637310020,2014,5,24173,24173,1,2014,5,31.5,22.8,27.22,28.5,59.48,59.5,59.5,5/13/2014,5/30/2014,
15562,85210,,,1997,"808156","Schuff International Inc","Schuff International Inc","Completed","SHFK","SHFK","SHFK","SHFK","808156",2381791020,2011,12,24144,24144,1,2011,12,13.25,7,7.25,7.25,57.97,58,58,12/29/2011,12/29/2011,
15599,85193,,,1997,"609044","Monarch Dental Corp","Investor Group","Completed",,"MDDS",,"MDDS","46145M",1327329020,2002,9,24033,24033,1,2002,9,5.75,2.69,3,3.69,100,100,100,9/13/2002,2/24/2003,
15621,85159,,,1997,"045920","@Entertainment Inc","United Pan-Europe Comm NV","Completed","UPC","ATEN","UPC~UPCOY","ATEN","911300",887302020,1999,6,23994,23994,1,1999,6,19,8.625,12.875,12.5,100,100,100,6/2/1999,8/9/1999,
15625,85277,,,1997,"20589R","Concentric Network Corp","NextLink Communications Inc","Completed","NXLK","CNCX","NXLK","CNCX","65333H",959558020,2000,1,24001,24001,1,2000,1,45,25,31.625,30,100,100,100,1/10/2000,6/19/2000,
15639,85291,,,1998,"37956X","GlobeComm Systems Inc","Wasserstein & Co LP","Completed",,"GCOM",,"GCOM","94102Y",2560834020,2013,8,24164,24164,1,2013,8,14.15,14.7,13.74,14.4,100,100,100,8/26/2013,12/11/2013,
15642,85306,,,1997,"681974","Omtool Ltd","ASA International Ltd","Completed","ASAA",,"ASAA",,"001912",117838020,1989,4,23872,23872,1,1989,4,,,,,100,100,100,4/14/1989,4/14/1989,
15663,85309,,,1997,"687913","OrthAlliance Inc","Orthodontic Centers of America","Completed","OCA","ORAL","OCA","ORAL","68750P",1186230020,2001,5,24017,24017,1,2001,5,2.99,2.2,3.3,3.24,100,100,100,5/17/2001,11/9/2001,
15672,85273,,,1997,"05266E","Authentic Specialty Foods Inc","Agrobios(Desc SA de CV)","Completed",,"ASFD",,"ASFD","00860H",758361020,1998,5,23981,23981,1,1998,5,17,12.375,15,16,100,100,100,5/8/1998,6/15/1998,
15700,85396,90638,,1997,"749361","RCN Corp","Creditors","Completed",,"RCNC",,"RCNC~RCNCQ","22542Z",1627696020,2004,12,24060,24060,1,2004,12,,0.12,0.06,0.04,100,100,100,12/8/2004,12/21/2004,
15700,85396,90638,,1997,"749361","RCN Corp(C-TEC Corp)","Shareholders","Completed",,,,,"81949M",642453020,1997,2,23966,23966,1,1997,2,16.38,,,,100,100,100,2/13/1997,10/1/1997,
15700,85396,90638,,1997,"749361","RCN Corp","ABRY Partners LLC","Completed",,"RCNI",,"RCNI","00382V",2161777020,2010,3,24123,24123,1,2010,3,15,9.76,10.98,12.26,100,100,100,3/5/2010,8/26/2010,
15702,85393,,,1998,"742674","ProBusiness Services Inc","Automatic Data Processing Inc","Completed","ADP","PRBZ","ADP","PRBZ","053015",1361263020,2003,1,24037,24037,1,2003,1,17,9.09,10.25,10.26,100,100,100,1/5/2003,6/20/2003,
15707,85380,,,1997,"281667","JD Edwards & Co","PeopleSoft Inc","Completed","PSFT","JDEC","PSFT","JDEC","712713",1400224020,2003,6,24042,24042,1,2003,6,14.33,13,11.37,11.81,100,100,100,6/2/2003,8/29/2003,
15710,85371,,,1997,"28164K","EduTrek International Inc","Career Education Corp","Completed","CECO","EDUT","CECO","EDUT","141665",1063031020,2000,10,24010,24010,1,2000,10,3.31,2.5,2,2.313,100,100,100,10/25/2000,1/2/2001,
15717,85385,,,1997,"64121Q","Network Solutions Inc","Web.com Group Inc","Completed","WWWW",,"WWWW",,"94732X",2334491020,2011,8,24140,24140,1,2011,8,,,,,100,100,100,8/3/2011,10/27/2011,
15717,85385,,,1997,"64121Q","Network Solutions Inc","General Atlantic LLC","Completed",,,,,"36889W",1837616020,2007,2,24086,24086,1,2007,2,,,,,100,100,100,2/6/2007,3/8/2007,
15717,85385,,,1997,"64121Q","Network Solutions Inc","Pivotal Private Equity LLC","Completed",,,,,"72593N",1442322020,2003,10,24046,24046,1,2003,10,,,,,85,85,85,10/16/2003,11/25/2003,
15717,85385,,,1997,"64121Q","Network Solutions Inc","VeriSign Inc","Completed","VRSN","NSOL","VRSN","NSOL","92343E",983469020,2000,3,24003,24003,1,2000,3,531.99,251.5,322.438,360.625,100,100,100,3/7/2000,6/9/2000,
15717,85385,,,1997,"64121Q","Network Solutions Inc(SAIC)","SAIC Inc","Completed","SBM",,"SBM~SEAP~SAI",,"808626",456775020,1995,3,23943,23943,1,1995,3,,,,,100,100,100,3/15/1995,3/15/1995,
15717,85385,,,1997,"64121Q","Network Solutions Inc(SAIC)","Evernet Systems Inc","Completed",,,,,"30040Q",166997020,1990,6,23886,23886,1,1990,6,,,,,100,100,100,6/4/1990,6/4/1990,
15719,85389,,,1997,"74157H","Prime Bancshares Inc,Texas","Wells Fargo Capital C","Completed",,"PBTX",,"PBTX","94974Q",909224020,1999,7,23995,23995,1,1999,7,24.11,17.5,20.625,20.125,100,100,100,7/29/1999,1/28/2000,
15746,85475,,,1997,"47719P","Jevic Transportation Inc","Sun Capital Partners Inc","Completed",,,,,"86665A",1774674020,2006,6,24078,24078,1,2006,6,,,,,100,100,100,6/30/2006,6/30/2006,
15746,85475,,,1997,"47719P","Jevic Transportation Inc","Yellow Corp","Completed","YELL","JEVC","YELL","JEVC","985509",890449020,1999,6,23994,23994,1,1999,6,14,9.25,9.625,10.75,100,100,100,6/7/1999,9/30/1999,
15773,86441,,,1997,"45985A","Intl Manufacturing Svcs Inc","Celestica Inc","Completed","CLS","IMSX","CLS~CLS~CLS","IMSX","15101Q",807168020,1998,11,23987,23987,1,1998,11,7.33,4,2.688,5.125,100,100,100,11/2/1998,12/30/1998,
15773,86441,,,1997,"45985A","International Mnfg Svcs Inc","Investor Group","Completed",,,,,"46145M",561521020,1996,6,23958,23958,1,1996,6,,,,,100,100,100,6/24/1996,6/24/1996,
15777,85495,,,1997,"74264T","Priority Healthcare Corp","Express Scripts Inc","Completed","ESRX","PHCC","ESRX","PHCC","302182",1680990020,2005,7,24067,24067,1,2005,7,28,25.3,25.62,26,100,100,100,7/21/2005,10/14/2005,
15777,85495,,,1997,"74264T","Priority Healthcare Corp","Shareholders","Completed",,"PHCC",,"PHCC","81949M",780390020,1998,8,23984,23984,1,1998,8,42.88,18.875,21.25,21.5,81.62,81.6,81.6,8/3/1998,1/4/1999,
15781,85479,,,1997,"591689","Metromedia Fiber Network Inc","Creditors","Completed",,"MFNX",,"MFNX","22542Z",1431705020,2003,5,24041,24041,1,2003,5,,0.02,0.02,0.04,100,100,100,5/20/2003,9/8/2003,
15822,85579,,,1997,"848934","SportsLine.com Inc","Viacom Inc","Completed","VIA","SPLN","VIA~VIA.B","SPLN","925524",1584682020,2004,7,24055,24055,1,2004,7,1.75,1.01,1.07,1.08,63.24,100,63.2,7/1/2004,12/10/2004,
15847,85524,,,1997,"75040K","Radiologix Inc","Primedex Health Systems Inc","Completed","PMDX","RGX","PMDX","RGX","74157A",1775105020,2006,7,24079,24079,1,2006,7,6.28,2.09,2.3,2.25,100,100,100,7/7/2006,11/15/2006,
15848,85559,,,1998,"460927","Intervest Bancshares Corp","Bank of the Ozarks Inc","Completed","OZRK","IBCA","OZRK","IBCA","063904",2660233020,2014,7,24175,24175,1,2014,7,,7.87,8.13,8.01,100,100,100,7/31/2014,2/10/2015,
15850,85544,,,1997,"284895","Electric Lightwave Inc","Integra Telecom Inc","Completed",,"ELIX",,"ELIX","45916W",1733921020,2006,2,24074,24074,1,2006,2,,0,0,0,100,100,100,2/7/2006,8/1/2006,
15867,85676,85675,,1997,"03232P","AmSurg Corp","Shareholders","Completed",,,,,"81949M",648678020,1997,3,23967,23967,1,1997,3,9.25,,,,59,59,59,3/11/1997,12/3/1997,
15895,85716,,,1998,"67623R","Official Payments Holdings Inc","ACI Worldwide Inc","Completed","ACIW","OPAY","ACIW","OPAY","004498",2568977020,2013,9,24165,24165,1,2013,9,8.35,8.33,8.43,8.5,100,100,100,9/23/2013,11/5/2013,
15917,85740,,,1999,"628643","Mystic Financial Inc,MA","Brookline Bancorp Inc","Completed","BRKL","MYST","BRKL","MYST","11373M",1585622020,2004,7,24055,24055,1,2004,7,39.59,29.25,32.15,32.8,100,100,100,7/7/2004,1/7/2005,
15920,85729,,,1998,"84917U","Sports Authority Inc","Sports Authority Inc SPV","Completed",,"TSA",,"TSA","84907N",1729450020,2006,1,24073,24073,1,2006,1,37.25,30.85,29.56,31.05,100,100,100,1/22/2006,5/3/2006,
15948,85840,,,1998,"693419","PMA Capital Corp","Old Republic Intl Corp","Completed","ORI","PMACA","ORI","PMACA","680233",2192751020,2010,6,24126,24126,1,2010,6,7.1,7.43,6.87,6.11,100,100,100,6/10/2010,9/1/2010,
15959,85814,,,1998,"681977","1-800 Contacts Inc","Thomas H Lee Partners LP","Completed",,,,,"52409C",2599867020,2014,1,24169,24169,1,2014,1,,,,,100,100,100,1/7/2014,2/3/2014,
15959,85814,,,1998,"681977","1-800 Contacts Inc","WellPoint Inc","Completed","WLP",,"WLP",,"94973V",2421393020,2012,6,24150,24150,1,2012,6,,,,,100,100,100,6/4/2012,6/20/2012,
15959,85814,,,1998,"681977","1-800 Contacts Inc","Fenway Partners LLC","Completed",,"CTAC",,"CTAC","31465R",1874047020,2007,6,24090,24090,1,2007,6,24.25,17.64,18.78,20.08,100,100,100,6/4/2007,12/31/2007,
15967,85838,,,1997,"644398","New Frontier Media Inc","LFP Broadcasting LLC","Completed",,"NOOF",,"NOOF","49631J",2459611020,2012,10,24154,24154,1,2012,10,2.06,1.15,1.19,1.13,100,100,100,10/15/2012,11/30/2012,
15971,85822,,,1998,"31986R","First Consulting Group Inc","Computer Sciences Corp","Completed","CSC","FCGI","CSC","FCGI","205363",1920038020,2007,10,24094,24094,1,2007,10,13,10.03,9.86,9.98,100,100,100,10/31/2007,1/14/2008,
15988,85819,,,1998,"255911","DocuCorp International Inc","Skywire Software LLC","Completed",,"DOCC",,"DOCC","83099T",1818335020,2006,12,24084,24084,1,2006,12,10,7.4,7.35,7.5,100,100,100,12/6/2006,2/23/2007,
15989,85847,,,1998,"045709","Associated Materials Inc","Hellman & Friedman LLC","Completed",,,,,"42339V",2218328020,2010,9,24129,24129,1,2010,9,,,,,100,100,100,9/8/2010,10/13/2010,
15989,85847,,,1998,"045709","Associated Materials Inc","Harvest/AMI Holdings Inc","Completed",,"SIDE",,"SIDE","41753Y",1280154020,2002,3,24027,24027,1,2002,3,50,38.9,50.6,50.6,100,100,100,3/17/2002,4/20/2002,
16042,85997,,,1998,"68210B","Omega Worldwide Inc","Four Seasons Health Care Ltd","Completed",,"OWWI",,"OWWI","35092Y",1316471020,2002,8,24032,24032,1,2002,8,3.32,1.999,2.05,2.2,100,100,100,8/1/2002,9/9/2002,
